Cod Registro;0001 Ceramica a mano;Peso 0001;0002 Barniz Negro;Peso 0002;0003 Ceramica Pintada;Peso 003;0004 Ceramica Gris;Peso 004;0005 Ceramica de Cocina;Peso 0005;0006 Ceramica Comun;Peso 0006;0007 Mortero;Peso 0007;0008 Fusayola;Peso 0008;0009 Campaniense;Peso 0009;0010 T.S. Italica;Peso 0010;0011 Marmorata;Peso 0011;0012 T.S. Sudgalica;Peso 0012;0013 T.S. Hispanica;Peso 0013;0014 T.S. Africana;Peso 0014;0015 T.S. Meridional;Peso 0015;0016 Paredes finas;Peso 0016;0017 Cascara de huevo;Peso 0017;0018 Paleocristiana;Peso 0018;0019 Vidriada;Peso 0019;0020 Lucernas;Peso 0020;0021 Anforas;Peso 0021;0022 T.S. Aretina;Peso 0022;0023 T.S. Focense;Peso 0023;0024 T.S. Hispanica tardia;Peso 0024;0025 Lucente;Peso 0025;0026 Terracota;Peso 0026;0098 Otras ceramicas;Peso 0098;0099 Residuos;Peso 0099;0101 Tagula;Peso 0101;0102 Ambrice;Peso 0102;0103 ladrillo;Peso 0103;0104 Adobe;Peso 0104;0105 Cornisa;Peso 0105;0106 Revestimiento;Peso 0106;0107 Estuco;Peso 0107;0108 Pavimento;Peso 0108;0109 Sillar;Peso 0109;0110 Basa;Peso 0110;0111 Fuste;Peso 0111;0112 Capitel;Peso 0112;0113 Arquitrabe;Peso 0113;0114 Friso;Peso 0114;0115 Losa;Peso 0115;0116 Pintura mural;Peso 0116;0117 Muro;Peso 0117;Codigo_estrato;X1;Y1;X2;Y2;X3;Y3;X4;Y4;Z1;Z2;Z3;Z4;Nivel;
="0012001147";1;12,40;0;0,00;0;0,00;0;0,00;2;18,60;4;9,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;329,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;27,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000103";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.88;314.91;314.74;314.59;="06";
="0012001155";1;6,20;0;0,00;1;5,00;0;0,00;2;55,50;1;9,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;25,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000109";445153.23;4209843.89;445153.17;4209843.78;445152.56;4209843.96;445152.62;4209843.97;313.7;313.73;313.68;313.71;="00";
="0012001159";41;789,10;0;0,00;112;1378,00;14;139,90;147;2562,50;461;8626,00;3;8111,00;0;0,00;0;0,00;1;2,50;0;0,00;2;36,60;23;230,50;1;14,70;13;104,90;7;38,00;2;2,80;0;0,00;0;0,00;9;27,90;9;486,00;0;0,00;0;0,00;0;0,00;0;0,00;1;11,80;1;11,70;2127;7165,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.68;314.76;314.64;314.62;="07";
="0012001176";0;0,00;0;0,00;1;11,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;19,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000110";445153.83;4209843.78;445153.62;4209843.58;445153.22;4209843.7;445153.35;4209843.89;313.55;313.5;313.5;313.52;="00";
="0012001181";3;22,30;0;0,00;4;25,70;0;0,00;5;106,60;47;851,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;42,30;0;0,00;2;24,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;68;245,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000112";445240.85;4209944.48;445242.3;4209944.98;445243.15;4209942.41;445242.76;4209942.23;317.55;317.44;317.43;317.39;="01";
="0012001183";6;1066,00;0;0,00;28;449,60;0;0,00;30;476,80;75;1460,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;15,90;3;31,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;766,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;8,20;422;1570,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000107";445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.67;313.22;313.43;313.53;="00";
="0012001198";5;47,90;0;0,00;8;80,48;0;0,00;0;0,00;23;575,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;5,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;14,78;2;835,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;88;328,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000111";445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.51;313.39;313.45;313.51;="01";
="0012001206";15;177,60;0;0,00;57;614,80;6;90,60;83;1420,00;246;4200,00;1;30,00;0;0,00;1;10,40;0;0,00;0;0,00;0;0,00;10;102,40;0;0,00;0;0,00;1;5,50;0;0,00;0;0,00;0;0,00;2;9,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;516;2210,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.68;314.76;314.64;314.62;="07";
="0012001211";0;0,00;0;0,00;2;15,10;1;5,80;7;207,80;15;260,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;26,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;39,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000102";445242.3;4209944.98;445243.12;4209945.4;445243.51;4209944.18;445242.5;4209944.17;317.05;317.18;317.18;317.21;="01";
="0012001220";9;223,20;0;0,00;57;690,00;5;55,50;51;865,00;157;3245,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;6,00;4;7,20;0;0,00;4;59,10;1;2,10;0;0,00;0;0,00;0;0,00;2;8,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;7,80;355;1987,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000107";445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.41;313.21;313.25;313.34;="02";
="0012001238";30;486,00;0;0,00;51;546,00;12;91,00;62;887,00;245;4825,00;0;0,00;0;0,00;1;8,00;0;0,00;0;0,00;0;0,00;9;63,00;2;5,00;3;37,00;1;3,00;0;0,00;0;0,00;0;0,00;3;12,00;0;0,00;0;0,00;0;0,00;0;0,00;1;11,00;0;0,00;2;5,00;341;1224,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.5;314.5;314.46;314.44;="08";
="0012001249";2;12,60;0;0,00;15;115,60;0;0,00;29;506,00;109;1375,20;1;18,60;0;0,00;1;1,60;0;0,00;0;0,00;1;3,60;2;9,20;2;7,70;2;10,70;0;0,00;0;0,00;0;0,00;0;0,00;3;16,30;1;81,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;66;188,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000114";445241.18;4209944.43;445242.46;4209945.06;445243.31;4209942.79;445241.74;4209942.19;317.55;317.44;317.43;317.39;="00";
="0012001257";2;21,50;0;0,00;19;104,00;0;0,00;12;134,00;83;778,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;9,20;0;0,00;3;21,10;2;5,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;23,30;41;61,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000107";445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.15;313.07;313.17;313.16;="03";
="0012001272";2;46,40;0;0,00;12;115,40;1;8,60;25;555,00;104;1710,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;30,80;0;0,00;4;55,60;0;0,00;0;0,00;0;0,00;0;0,00;2;32,40;2;289,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;76;300,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000113";445242.46;4209945.06;445242.64;4209945.11;445244.41;4209942.89;445241.84;4209941.88;317.39;317.39;317.56;317.47;="00";
="0012001281";1;32,50;0;0,00;5;83,90;0;0,00;6;103,80;11;116,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;11,20;1;7,00;0;0,00;0;0,00;0;0,00;0;0,00;1;57,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;45;164,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000115";445153.22;4209843.22;445153.81;4209842.82;445153.68;4209842.51;445153.06;4209842.47;313.35;313.16;313.09;313.49;="00";
="0012001282";14;177,90;1;6,80;12;120,60;6;47,00;74;1300,00;230;4,72;4;97,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;97,30;0;0,00;6;65,60;5;13,60;0;0,00;0;0,00;0;0,00;6;46,90;12;2115,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;785;3070,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.5;314.5;314.46;314.44;="08";
="0012001283";7;91,20;0;0,00;43;465,00;1;8,40;48;1104,10;223;4210,00;3;81,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;93,50;1;14,40;1;5,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;2246,00;0;0,00;0;0,00;1;77,60;0;0,00;0;0,00;0;0,00;755;3220,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.32;314.37;314.34;314.3;="09";
="0012001307";4;124,00;0;0,00;3;22,80;1;6,60;8;120,70;25;402,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;7,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;45;203,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000112";445240.85;4209944.48;445242.3;4209944.98;445243.15;4209942.41;445242.76;4209942.23;316.95;316.86;317.11;317.09;="03";
="0012001317";3;48,60;0;0,00;1;9,30;1;14,60;15;243,20;39;597,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;10,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;10,70;1;168,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;5,00;32;150,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000114";445241.18;4209944.43;445242.46;4209945.06;445243.31;4209942.79;445241.74;4209942.19;317.27;317.09;317.14;317.14;="01";
="0012001325";16;173,40;0;0,00;72;525,00;4;33,80;53;840,00;208;2870,00;0;0,00;0;0,00;0;0,00;0;0,00;1;2,30;0;0,00;10;59,90;3;8,60;3;8,00;7;24,60;2;2,10;0;0,00;0;0,00;2;7,40;0;0,00;0;0,00;0;0,00;1;2,80;0;0,00;0;0,00;0;0,00;222;495,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000116";445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.03;313.07;312.99;312.86;="04";
="0012001337";3;66,10;0;0,00;17;218,60;4;25,30;53;871,20;171;2615,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;33,00;0;0,00;1;6,40;1;4,90;0;0,00;0;0,00;0;0,00;1;4,70;2;188,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;92;355,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000113";445242.46;4209945.06;445242.64;4209945.11;445244.41;4209942.89;445241.84;4209941.88;317.09;317.14;317.37;317.25;="01";
="0012001347";4;49,90;0;0,00;16;139,10;0;0,00;23;363,50;91;1532,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;7,80;0;0,00;5;35,90;3;16,10;0;0,00;0;0,00;0;0,00;0;0,00;7;42,70;3;152,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;56;179,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000113";445242.46;4209945.06;445242.64;4209945.11;445244.41;4209942.89;445241.84;4209941.88;317.09;317.14;317.37;317.25;="01";
="0012001350";3;38,10;0;0,00;17;139,10;2;10,00;14;198,60;59;780,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;34,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000117";445155.88;4209843.51;445155.57;4209841.87;445155.09;4209842.04;445155.4;4209843.58;312.78;312.8;312.81;312.77;="00";
="0012001354";0;0,00;0;0,00;5;72,30;0;0,00;4;74,30;25;615,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;14,20;1;1,10;0;0,00;0;0,00;0;0,00;1;7,10;1;107,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;84;450,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.32;314.37;314.34;314.3;="09";
="0012001367";2;21,50;0;0,00;13;101,80;0;0,00;19;274,00;44;640,00;2;65,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;30,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;290,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;144;48,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000117";445155.4;4209843.58;445155.27;4209843.11;445153.29;4209843.37;445153.47;4209843.81;312.77;312.81;312.79;312.79;="00";
="0012001374";32;573,00;0;0,00;45;505,00;3;29,00;62;954,00;285;4434,00;2;30,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;137,00;3;30,00;16;108,00;0;0,00;0;0,00;0;0,00;0;0,00;2;11,00;3;234,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;14,00;516;1945,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.32;314.37;314.34;314.3;="09";
="0012001379";5;90,50;0;0,00;23;128,00;2;7,90;12;90,30;54;621,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;12,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;33;71,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000117";445154.33;4209842.56;445154.27;4209842.24;445153.25;4209842.55;445153.53;4209843.21;312.77;312.72;312.8;312.74;="00";
="0012001396";3;45,70;0;0,00;7;88,20;0;0,00;26;367,00;99;1603,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;23,90;2;29,80;1;2,20;0;0,00;0;0,00;0;0,00;0;0,00;1;4,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;1,40;109;430,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000113";445242.46;4209945.06;445242.64;4209945.11;445244.41;4209942.89;445241.84;4209941.88;317.13;317.07;317.09;317;="02";
="0012001402";2;43,60;0;0,00;12;188,10;0;0,00;12;195,00;44;795,00;1;17,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;14,20;0;0,00;9;75,90;1;2,40;0;0,00;0;0,00;0;0,00;1;6,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;161;268,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.32;314.37;314.34;314.3;="09";
="0012001407";62;808,80;0;0,00;86;911,10;12;82,40;47;292,40;216;1903,00;0;0,00;0;0,00;1;1,10;0;0,00;0;0,00;1;4,00;11;88,90;4;11,80;5;37,20;11;26,10;0;0,00;0;0,00;0;0,00;4;14,60;2;138,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;247;197,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000094";445155.48;4209841.13;445155.21;4209839.61;445152.78;4209840.02;445153.06;4209841.66;313.13;313.16;313.12;313.05;="01";
="0012001418";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;16;339,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000121";445133.47;4209855.77;445135.45;4209855.49;445135.16;4209853.51;445133.19;4209853.79;313.93;313.94;313.89;313.88;="";
="0012001421";0;0,00;0;0,00;0;0,00;0;0,00;13;230,50;12;99,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;8,10;6;48,30;1;1,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;3,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000121";445243.31;4209944.02;445243.92;4209944.28;445244.36;4209942.87;445243.24;4209941.31;316.84;316.91;317.02;316.64;="00";
="0012001427";1;12,10;0;0,00;2;25,90;0;0,00;2;26,90;7;100,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;24;51,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000122";445155.49;4209841.13;445155.49;4209841.03;445153.2;4209841.49;445153.24;4209841.66;313.15;313.11;313.08;313.11;="00";
="0012001432";1;10,30;0;0,00;4;38,50;0;0,00;11;548,00;26;805,00;1;82,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;6,40;0;0,00;0;0,00;0;0,00;0;0,00;3;537,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;115;580,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000104";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.32;314.37;314.34;314.3;="09";
="0012001433";0;0,00;0;0,00;0;0,00;0;0,00;3;25,40;9;68,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;2,70;6;47,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;2,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000121";445243.31;4209944.02;445243.92;4209944.28;445244.36;4209942.87;445243.24;4209941.31;316.85;316.95;316.97;316.93;="01";
="0012001438";0;0,00;0;0,00;1;5,90;0;0,00;5;169,50;11;128,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;16,20;0;0,00;0;0,00;0;0,00;0;0,00;1;23,40;1;46,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;60,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000102";445242.3;4209944.98;445243.12;4209945.4;445243.51;4209944.18;445242.5;4209944.17;317.12;317.18;316.93;316.99;="02";
="0012001446";2;24,50;0;0,00;1;7,00;0;0,00;2;18,00;9;84,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;15,70;10;8,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;46;98,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000123";445157.81;4209858.32;445157.65;4209857.27;445156.84;4209857.44;445156.93;4209857.91;313.07;313;313.03;313.08;="00";
="0012001471";12;169,00;0;0,00;18;154,70;0;0,00;26;509,00;138;2208,00;1;15,00;0;0,00;1;1,00;1;4,90;0;0,00;0;0,00;2;5,00;0;0,00;21;223,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;234,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;208;786,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000120";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.19;314.38;314.27;314.14;="10";
