Cod Registro;0001 Ceramica a mano;Peso 0001;0002 Barniz Negro;Peso 0002;0003 Ceramica Pintada;Peso 003;0004 Ceramica Gris;Peso 004;0005 Ceramica de Cocina;Peso 0005;0006 Ceramica Comun;Peso 0006;0007 Mortero;Peso 0007;0008 Fusayola;Peso 0008;0009 Campaniense;Peso 0009;0010 T.S. Italica;Peso 0010;0011 Marmorata;Peso 0011;0012 T.S. Sudgalica;Peso 0012;0013 T.S. Hispanica;Peso 0013;0014 T.S. Africana;Peso 0014;0015 T.S. Meridional;Peso 0015;0016 Paredes finas;Peso 0016;0017 Cascara de huevo;Peso 0017;0018 Paleocristiana;Peso 0018;0019 Vidriada;Peso 0019;0020 Lucernas;Peso 0020;0021 Anforas;Peso 0021;0022 T.S. Aretina;Peso 0022;0023 T.S. Focense;Peso 0023;0024 T.S. Hispanica tardia;Peso 0024;0025 Lucente;Peso 0025;0026 Terracota;Peso 0026;0098 Otras ceramicas;Peso 0098;0099 Residuos;Peso 0099;0101 Tagula;Peso 0101;0102 Ambrice;Peso 0102;0103 ladrillo;Peso 0103;0104 Adobe;Peso 0104;0105 Cornisa;Peso 0105;0106 Revestimiento;Peso 0106;0107 Estuco;Peso 0107;0108 Pavimento;Peso 0108;0109 Sillar;Peso 0109;0110 Basa;Peso 0110;0111 Fuste;Peso 0111;0112 Capitel;Peso 0112;0113 Arquitrabe;Peso 0113;0114 Friso;Peso 0114;0115 Losa;Peso 0115;0116 Pintura mural;Peso 0116;0117 Muro;Peso 0117;Codigo_estrato;X1;Y1;X2;Y2;X3;Y3;X4;Y4;Z1;Z2;Z3;Z4;Nivel;
="0012002204";0;0,00;0;0,00;4;44,10;0;0,00;8;150,00;25;520,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;6,30;0;0,00;0;0,00;0;0,00;0;0,00;2;26,20;2;121,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;27,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000179";445160.72;4209866.09;445168.28;4209865.79;445161.38;4209865.27;445160.28;4209865.39;313.46;313.4;313.58;313.6;="01";
="0012002213";0;0,00;0;0,00;0;0,00;0;0,00;3;101,00;21;377,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;7,30;22;81,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000180";445269.6;4209948.17;445270.03;4209948.59;445270.28;4209947.89;445269.71;4209947.57;317.53;317.4;317.43;317.25;="00";
="0012002217";4;32,60;0;0,00;0;0,00;0;0,00;1;15,20;3;38,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000150";445164.21;4209864.93;445159.56;4209866.09;445161.59;4209871.21;445165.17;4209870.66;313.23;313.29;313.34;313.12;="03";
="0012002218";9;148,10;0;0,00;37;380,20;1;17,70;57;1125,00;99;1620,00;1;415,00;0;0,00;3;19,60;0;0,00;0;0,00;0;0,00;2;23,80;0;0,00;3;20,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;388,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000163";445162.09;4209840.83;445161.76;4209838.91;445159.66;4209839.49;445160.1;4209841.24;313.41;313.43;313.25;313.41;="00";
="0012002231";9;174,00;0;0,00;17;148,00;2;5,30;19;215,00;177;1245,60;1;10,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;5,20;2;150,10;3;21,90;0;0,00;0;0,00;0;0,00;0;0,00;1;5,20;3;272,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;13,20;104;151,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000181";445269.18;4209948.32;445271.14;4209949.15;445271.81;4209947.21;445269.92;4209946.47;317.48;317.48;317.44;317.46;="11";
="0012002242";18;382,20;0;0,00;81;536,50;7;30,70;48;596,00;268;4128,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;16;53,60;0;0,00;2;5,00;10;18,20;0;0,00;0;0,00;0;0,00;2;8,50;1;189,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;132;300,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000163";445161.99;4209840.28;445161.76;4209838.91;445159.66;4209839.49;445160.09;4209840.64;313.27;313.27;313.17;313.17;="00";
="0012002254";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;136,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000176";445133.47;4209855.77;445135.45;4209855.49;445135.16;4209853.51;445133.19;4209853.79;313.93;313.94;313.89;313.88;="";
="0012002255";10;145,70;0;0,00;21;167,70;1;15,00;63;1230,00;101;2245,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;18,90;0;0,00;0;0,00;1;4,10;0;0,00;0;0,00;0;0,00;1;4,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;306;985,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000176";445164.21;4209864.93;445159.56;4209866.09;445161.59;4209871.21;445165.17;4209870.66;;;;;="3";
="0012002269";10;177,20;0;0,00;20;290,00;2;43,60;15;270,80;84;1280,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;16,90;0;0,00;1;12,10;4;15,10;0;0,00;0;0,00;0;0,00;0;0,00;2;236,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;274;900,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000182";445161.98;4209839.81;445161.78;4209839;445161.28;4209839.22;445160.98;4209840.06;312.76;312.75;312.75;312.77;="00";
="0012002274";0;0,00;0;0,00;0;0,00;0;0,00;1;13,50;0;0,00;0;0,00;0;0,00;0;0,00;1;6,30;0;0,00;0;0,00;0;0,00;0;0,00;1;4,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;10,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000166";445269.18;4209948.32;445271.14;4209949.15;445271.81;4209947.21;445269.92;4209946.47;317.95;318;317.88;317.79;="05";
="0012002284";0;0,00;0;0,00;0;0,00;0;0,00;1;5,80;5;41,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;19,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000168";445269.18;4209948.32;445271.14;4209949.15;445271.81;4209947.21;445269.92;4209946.47;317.62;317.68;317.6;317.67;="07";
="0012002290";0;0,00;0;0,00;1;4,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;5,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000169";445269.18;4209948.32;445271.14;4209949.15;445271.81;4209947.21;445269.92;4209946.47;317.6;317.57;317.51;317.54;="09";
="0012002296";0;0,00;0;0,00;1;6,10;1;4,50;0;0,00;3;21,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;67,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;20,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000181";445269.18;4209948.32;445271.14;4209949.15;445271.81;4209947.21;445269.92;4209946.47;317.48;317.48;317.44;317.46;="11";
="0012002299";7;84,30;2;6,60;18;151,50;6;69,20;65;971,00;229;543,00;0;0,00;0;0,00;1;1,70;0;0,00;0;0,00;0;0,00;1;5,30;3;17,80;6;52,80;0;0,00;0;0,00;0;0,00;0;0,00;10;69,80;16;2540,00;0;0,00;0;0,00;1;7,70;0;0,00;0;0,00;0;0,00;130;392,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000187";445269.18;4209948.32;445271.14;4209949.15;445271.81;4209947.21;445269.92;4209946.47;317.48;317.41;317.39;317.38;="12";
="0012002306";9;36,80;0;0,00;12;208,60;4;38,20;27;644,20;137;3500,00;0;0,00;0;0,00;0;0,00;0;0,00;1;1,90;0;0,00;0;0,00;0;0,00;2;20,90;0;0,00;0;0,00;0;0,00;0;0,00;4;24,40;7;555,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;197;745,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000176";445164.21;4209864.93;445159.56;4209866.09;445161.59;4209871.21;445165.17;4209870.66;313.23;313.29;313.34;313.12;="03";
="0012002326";4;297,20;0;0,00;7;91,30;0;0,00;18;570,00;62;1815,00;3;307,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;7,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;429,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;76;328,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000176";445162.24;4209870.19;445163.46;4209868.66;445162.42;4209868.69;445163.46;4209865.04;313.45;313.05;313.37;313.37;="01";
="0012002343";1;18,40;0;0,00;17;160,40;0;0,00;8;159,40;139;1600,00;0;0,00;1;30,20;0;0,00;0;0,00;0;0,00;0;0,00;2;20,70;0;0,00;3;16,70;0;0,00;0;0,00;0;0,00;2;6,70;1;7,00;2;314,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;378;380,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000178";445262.52;4209963.63;445265.26;4209963.63;445268.14;4209956.13;445265.47;4209955.02;318.74;318.83;318.41;318.28;="01";
="0012002350";9;315,00;0;0,00;9;105,60;2;15,70;6;166,60;53;2370,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;3,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;1057,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;36;175,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000148";445162.24;4209870.19;445163.46;4209868.66;445162.42;4209868.69;445163.46;4209865.04;313.31;313.12;313.18;313.37;="02";
="0012002367";0;0,00;0;0,00;10;137,90;1;9,30;80;2042,00;106;2115,00;1;15,50;0;0,00;1;2,10;0;0,00;0;0,00;0;0,00;3;17,80;1;2,60;4;40,20;1;1,20;0;0,00;0;0,00;0;0,00;6;43,90;6;1435,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;303;1250,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000150";445160.6;4209870.74;445161.06;4209870.21;445161.53;4209865.24;445159.6;4209866.04;313.35;313.38;313.33;313.09;="00";
="0012002377";3;57,40;0;0,00;11;172,10;1;2,90;5;132,90;32;433,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;10,70;0;0,00;2;12,50;0;0,00;0;0,00;0;0,00;0;0,00;1;7,50;1;102,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;196;655,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000190";445161.8;4209839.56;445161.81;4209838.99;445159.77;4209839.45;445159.91;4209839.93;312.19;312.17;312.19;312.13;="00";
="0012002387";1;13,40;0;0,00;9;78,50;0;0,00;45;1360,00;73;1635,00;1;88,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;13,30;0;0,00;6;27,70;1;2,20;0;0,00;0;0,00;0;0,00;2;11,00;4;288,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;83;363,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000198";445159.72;4209877.52;445163.61;4209876.99;445163.1;4209873.02;445159.15;4209873.6;315.35;315.41;315.25;315.2;="02";
="0012002388";19;518,60;0;0,00;61;1254,00;5;41,40;38;628,30;302;5364,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;85,60;3;77,70;2;76,30;2;88,40;3;71,90;0;0,00;0;0,00;0;0,00;8;118,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;89,60;222;788,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000148";445162.24;4209870.19;445163.46;4209868.66;445162.42;4209868.69;445163.46;4209865.04;313.45;313.05;313.37;313.37;="01";
="0012002395";6;139,30;0;0,00;19;196,70;1;8,70;5;96,20;18;525,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;451,20;0;0,00;1;6,90;0;0,00;0;0,00;0;0,00;0;0,00;70;334,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000176";445164.21;4209864.93;445159.56;4209866.09;445161.59;4209871.21;445165.17;4209870.66;313.23;313.29;313.34;313.12;="03";
="0012002417";2;22,10;0;0,00;3;30,10;0;0,00;1;10,00;6;76,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;21,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;30;106,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000188";445161.4;4209839.69;445161.33;4209839.09;445159.74;4209839.51;445159.85;4209839.92;312.06;312.05;312.16;312.11;="00";
="0012002429";10;63,10;0;0,00;2;10,50;0;0,00;11;166,50;61;8407,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;2,80;2;23,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;597,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;130;221,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000191";445269.33;4209948.51;445269.92;4209948.51;445271.1;4209946.93;445270.01;4209946.55;317.38;317.29;317.28;317.31;="00";
="0012002431";22;330,90;0;0,00;18;176,00;4;69,50;8;263,70;95;2046,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;89,60;0;0,00;1;9,00;1;12,90;0;0,00;0;0,00;0;0,00;0;0,00;7;1653,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;3,80;188;507,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000192";445161.95;4209866.47;445162.85;4209866.29;445163.21;4209865.09;445161.39;4209865.28;313.25;313.45;313.31;313.3;="00";
="0012002446";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;84,00;0;0,00;1;2,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000134";445163.92;4209840.44;445163.52;4209838.49;445161.57;4209839.96;445162;4209840.85;314.38;314.37;314.37;314.39;="00";
="0012002452";40;532,20;2;2,90;101;717,60;13;137,40;71;1003,80;321;3873,30;3;59,70;0;0,00;2;2,20;2;3,00;0;0,00;2;3,00;7;15,20;2;6,70;1;2,60;8;13,70;0;0,00;0;0,00;0;0,00;5;31,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;10,20;0;0,00;154;337,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000194";445160.6;4209870.74;445161.06;4209870.21;445161.53;4209865.24;445159.6;4209866.04;313.22;313.22;313.34;313.5;="01";
="0012002454";11;1651,00;1;3,70;112;1105,00;10;100,80;10;107,70;58;595,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;491;1470,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000195";445161.3;4209839.68;445161.31;4209839.13;445159.77;4209839.51;445159.86;4209839.93;311.9;311.85;311.95;311.89;="00";
="0012002464";15;234,40;0;0,00;33;346,50;4;38,10;31;667,90;235;3114,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;6,20;3;30,50;0;0,00;2;11,00;3;9,70;0;0,00;0;0,00;0;0,00;1;10,00;4;584,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;298;1067,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000198";445160.6;4209870.74;445161.06;4209870.21;445161.53;4209865.24;445159.6;4209866.04;313.09;313.21;313.16;313.07;="02";
="0012002492";4;64,30;0;0,00;0;0,00;0;0,00;17;211,20;8;146,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;40,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000176";445164.21;4209864.93;445159.56;4209866.09;445161.59;4209871.21;445165.17;4209870.66;;;;;="05";
="0012002515";0;0,00;0;0,00;0;0,00;3;36,90;1;16,80;9;112,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;18,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;17,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000201";445165.89;4209840.08;445165.42;4209838.07;445165.34;4209838.1;445165.79;4209840.09;314.39;314.34;314.37;314.4;="00";
="0012002517";0;0,00;0;0,00;45;332,70;5;28,70;24;499,30;117;2020,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;57,90;3;9,40;3;18,20;1;1,40;0;0,00;0;0,00;1;19,50;1;5,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;777;2810,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000189";445262.52;4209963.63;445265.26;4209963.63;445268.14;4209956.13;445265.47;4209955.02;318.27;318.28;318.35;318.31;="02";
="0012002530";0;0,00;0;0,00;0;0,00;0;0,00;2;17,30;1;6,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;9,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000201";445165.89;4209840.08;445165.42;4209838.07;445165.34;4209838.1;445165.79;4209840.09;314.39;314.34;314.37;314.4;="00";
="0012002537";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;16,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000200";445160.6;4209870.74;445161.06;4209870.21;445161.53;4209865.24;445159.6;4209866.04;313.19;313.38;313.11;313.09;="04";
="0012002538";19;298,10;0;0,00;15;121,90;0;0,00;19;521,00;177;1770,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;10,40;1;3,00;2;15,20;1;2,60;0;0,00;0;0,00;0;0,00;5;21,20;12;922,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;137;500,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000196";445269.32;4209948.29;445270.95;4209948.91;445271.74;4209947.21;445270.09;4209946.58;317.28;317.28;317.27;317.27;="00";
="0012002549";5;73,60;0;0,00;8;67,80;0;0,00;6;110,30;29;380,80;0;0,00;0;0,00;1;3,90;1;1,80;0;0,00;0;0,00;0;0,00;0;0,00;4;28,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;121;385,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000197";445163.65;4209839.67;445163.45;4209838.6;445162.38;4209838.79;445162.37;4209839.19;313.17;313.12;313.17;313.17;="00";
="0012002557";1;22,20;0;0,00;2;30,50;0;0,00;14;218,50;8;75,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;43;176,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000201";445165.89;4209840.08;445165.42;4209838.07;445165.34;4209838.1;445165.79;4209840.09;314.39;314.34;314.37;314.4;="00";
